,from_warehouse,fill_rate
196,Reims,0.6467360000000001
197,Reims,0.837380923076923
198,Reims,0.6329673846153846
199,Reims,0.969353846153846
200,Reims,0.11983384615384615
201,Avignon,0.5905649230769231
202,Avignon,0.46871753846153846
203,Avignon,0.9848418461538463
204,Avignon,0.8548073846153845
205,Avignon,0.6981230769230768
206,Montauban,0.9092012307692309
207,Montauban,0.9921415384615385
208,Montauban,0.09284923076923077
209,Clermont-Ferrand,0.5112430769230769
210,Clermont-Ferrand,0.7236061538461538
211,Cergy,0.7967519999999999
212,Cergy,0.5364196923076924
213,Cergy,0.9843003076923076
214,Cergy,0.9806953846153844
215,Cergy,0.8856418461538461
216,Cergy,0.836158769230769
217,Cergy,0.567488
218,Cergy,0.9351852307692308
219,Cergy,0.5025193846153847
220,Cergy,0.8168812307692308
221,Cergy,0.6955716923076923
222,Cergy,0.5311778461538461
223,Cergy,0.5747889230769231
224,Cergy,0.5816861538461537
225,Reims,0.8022781538461539
226,Reims,0.9118498461538461
227,Reims,0.2612676923076923
228,Avignon,0.4030818461538461
229,Avignon,0.9446596923076924
230,Avignon,0.8040270769230768
231,Avignon,0.8544492307692306
232,Avignon,0.7448086153846155
233,Avignon,0.3563323076923077
234,Montauban,0.11316430769230769
235,Montauban,0.9385378461538463
236,Montauban,0.8607236923076924
237,Montauban,0.6105846153846154
238,Montauban,0.6112
239,Clermont-Ferrand,0.8647987692307691
240,Clermont-Ferrand,0.3721846153846154
241,Cergy,0.9609538461538464
242,Cergy,0.9477267692307692
243,Cergy,0.3426153846153846
244,Cergy,0.6701587692307692
245,Cergy,0.8261464615384615
246,Cergy,0.5796430769230769
247,Cergy,0.7780886153846154
248,Cergy,0.6037304615384617
249,Cergy,0.9448590769230768
250,Cergy,0.9942449230769232
251,Cergy,0.8198030769230771
252,Cergy,0.3952147692307692
253,Cergy,0.9862424615384617
254,Cergy,0.801220923076923
255,Cergy,0.9998252307692307
256,Cergy,0.08401230769230769
257,Reims,0.5191224615384615
258,Reims,0.799628307692308
259,Reims,0.3358276923076923
260,Reims,0.8805267692307692
261,Reims,0.22744615384615385
262,Avignon,0.7876135384615385
263,Avignon,0.8685846153846156
264,Avignon,0.8847089230769231
265,Montauban,0.9391113846153847
266,Montauban,0.9088295384615386
267,Montauban,0.5051335384615384
268,Montauban,0.6519064615384615
269,Montauban,0.6647667692307693
270,Clermont-Ferrand,0.8718313846153847
271,Cergy,0.8783581538461538
272,Cergy,0.40266830769230766
273,Cergy,0.8414916923076923
274,Cergy,0.7075372307692308
275,Cergy,0.7823052307692306
276,Cergy,0.7478633846153845
277,Cergy,0.934619076923077
278,Cergy,0.9806547692307691
279,Cergy,0.7931544615384617
280,Cergy,0.5431483076923077
281,Cergy,0.823008
282,Cergy,0.5379643076923077
283,Cergy,0.7901193846153846
284,Cergy,0.7589956923076923
285,Cergy,0.39439753846153847
286,Cergy,0.9857796923076924
287,Cergy,0.8709538461538462
288,Cergy,0.911510153846154
289,Cergy,0.9766449230769231
290,Cergy,0.4830978461538462
291,Cergy,0.8370609230769229
292,Cergy,0.660608
293,Cergy,0.8732332307692309
294,Reims,0.8111987692307692
295,Reims,0.9272590769230769
296,Reims,0.8201600000000001
297,Reims,0.8891076923076923
298,Reims,0.13095876923076924
299,Avignon,0.925814153846154
300,Avignon,0.5980578461538463
301,Avignon,0.8310203076923076
302,Avignon,0.7374129230769231
303,Avignon,0.684352
304,Montauban,0.5596676923076924
305,Montauban,0.8384640000000001
306,Montauban,0.7140332307692308
307,Clermont-Ferrand,0.31694153846153844
308,Cergy,0.5376
309,Cergy,0.8684307692307692
310,Cergy,0.5471704615384615
311,Cergy,0.6276221538461538
312,Cergy,0.7798449230769232
313,Cergy,0.42817230769230763
314,Cergy,0.7837895384615384
315,Cergy,0.9037907692307692
316,Cergy,0.7579790769230769
317,Cergy,0.4986387692307693
318,Cergy,0.976768
319,Cergy,0.8536036923076925
320,Cergy,0.8147003076923077
321,Reims,0.76224
322,Reims,0.7650461538461538
323,Reims,0.8519618461538462
324,Reims,0.5780430769230769
325,Reims,0.8498227692307693
326,Avignon,0.9795778461538461
327,Avignon,0.8954153846153846
328,Avignon,0.7648763076923076
329,Avignon,0.4074633846153846
330,Montauban,0.4341526153846154
331,Montauban,0.8628455384615384
332,Montauban,0.9525267692307692
333,Montauban,0.5685292307692308
334,Clermont-Ferrand,0.10072123076923077
335,Cergy,0.9195963076923076
336,Cergy,0.5664504615384615
337,Cergy,0.5599003076923077
338,Cergy,0.7650461538461538
339,Cergy,0.8581723076923077
340,Cergy,0.4212886153846156
341,Cergy,0.9375372307692309
342,Cergy,0.7514252307692308
343,Cergy,0.8781390769230769
344,Cergy,0.6953132307692308
345,Cergy,0.8536024615384616
346,Cergy,0.6970830769230769
347,Cergy,0.813056
348,Cergy,0.9443593846153847
349,Cergy,0.7169341538461539
350,Cergy,0.8409476923076923
351,Cergy,0.831664
352,Cergy,0.17639261538461537
353,Cergy,0.8551975384615386
354,Cergy,0.7291421538461539
355,Cergy,0.8425353846153847
356,Cergy,0.9965206153846153
357,Cergy,0.3359716923076923
358,Reims,0.6438104615384616
359,Reims,0.6547938461538462
360,Reims,0.9868701538461536
361,Reims,0.7198301538461538
362,Avignon,0.5576123076923076
363,Avignon,0.8672873846153847
364,Avignon,0.4040861538461539
365,Avignon,0.9577452307692309
366,Avignon,0.8254769230769232
367,Montauban,0.8342363076923077
368,Montauban,0.9477390769230769
369,Montauban,0.48452923076923077
370,Clermont-Ferrand,0.8319212307692307
371,Clermont-Ferrand,0.5631581538461538
372,Clermont-Ferrand,0.5919630769230769
373,Cergy,0.9018043076923076
374,Cergy,0.45064492307692305
375,Cergy,0.7656541538461539
376,Cergy,0.9330067692307693
377,Cergy,0.9167113846153846
378,Cergy,0.8360566153846153
379,Cergy,0.8087347692307693
380,Cergy,0.8044504615384614
381,Cergy,0.7638769230769231
382,Cergy,0.82064
383,Cergy,0.9186744615384617
384,Cergy,0.8760935384615384
385,Cergy,0.8520159999999999
386,Cergy,0.7229920000000001
387,Cergy,0.41941661538461544
388,Reims,0.465024
389,Reims,0.9643101538461538
390,Reims,0.3560270769230769
391,Avignon,0.8311581538461538
392,Avignon,0.3673796923076923
393,Avignon,0.8169673846153847
394,Avignon,0.9764492307692307
395,Avignon,0.8471655384615383
396,Avignon,0.4937821538461538
397,Montauban,0.6823039999999999
398,Montauban,0.6475433846153846
399,Clermont-Ferrand,0.9221883076923078
400,Clermont-Ferrand,0.19060676923076925
401,Cergy,0.9615852307692307
402,Cergy,0.988532923076923
403,Cergy,0.4591138461538461
404,Cergy,0.8622806153846153
405,Cergy,0.823860923076923
406,Cergy,0.8903446153846153
407,Cergy,0.34509784615384614
408,Cergy,0.9530055384615386
409,Cergy,0.9895015384615383
410,Cergy,0.334976
411,Cergy,0.9393206153846155
412,Cergy,0.8857747692307693
413,Cergy,0.8376332307692309
414,Cergy,0.6628209230769232
415,Cergy,0.50816
416,Reims,0.40064492307692295
417,Reims,0.9509907692307692
418,Reims,0.9758990769230771
419,Reims,0.036160000000000005
420,Avignon,0.8800578461538462
421,Avignon,0.44082215384615375
422,Avignon,0.9730326153846153
423,Avignon,0.9667963076923077
424,Avignon,0.8684627692307693
425,Montauban,0.8341046153846152
426,Montauban,0.9010916923076924
427,Montauban,0.8051815384615385
428,Montauban,0.8077821538461538
429,Montauban,0.8319212307692307
430,Montauban,0.6336935384615384
431,Clermont-Ferrand,0.9845710769230769
432,Clermont-Ferrand,0.3683913846153846
433,Cergy,0.9314043076923076
434,Cergy,0.5817956923076922
435,Cergy,0.7883840000000001
436,Cergy,0.63592
437,Cergy,0.947376
438,Cergy,0.8898412307692307
439,Cergy,0.9635581538461535
440,Cergy,0.951841230769231
441,Cergy,0.24095384615384616
442,Cergy,0.9973833846153847
443,Cergy,0.9789563076923079
444,Reims,0.7443692307692308
445,Reims,0.9283323076923076
446,Reims,0.9919790769230769
447,Avignon,0.996219076923077
448,Avignon,0.42617846153846156
449,Avignon,0.9014793846153846
450,Montauban,0.9637956923076922
451,Montauban,0.4541169230769231
452,Clermont-Ferrand,0.660096
453,Cergy,0.9581796923076924
454,Cergy,0.8532800000000001
455,Cergy,0.9387323076923075
456,Cergy,0.9906338461538462
457,Cergy,0.9188073846153847
458,Cergy,0.8715766153846154
459,Cergy,0.9558473846153845
460,Cergy,0.5845698461538461
461,Cergy,0.6456246153846154
462,Cergy,0.8867655384615385
463,Cergy,0.7068369230769231
464,Cergy,0.9685673846153846
465,Cergy,0.6601095384615384
466,Cergy,0.6649353846153847
467,Cergy,0.49348923076923074
468,Cergy,0.8044504615384614
469,Cergy,0.6731913846153846
470,Reims,0.7508233846153846
471,Reims,0.5177895384615384
472,Reims,0.6397366153846153
473,Reims,0.940096
474,Reims,0.8521439999999998
475,Reims,0.941961846153846
476,Avignon,0.7830695384615386
477,Avignon,0.9376738461538462
478,Avignon,0.7754523076923076
479,Avignon,0.9959704615384616
480,Avignon,0.8749710769230769
481,Avignon,0.7713009230769231
482,Montauban,0.9348664615384616
483,Montauban,0.863872
484,Montauban,0.44840369230769234
485,Montauban,0.9697833846153846
486,Montauban,0.22438276923076925
487,Clermont-Ferrand,0.46860799999999997
488,Cergy,0.7672947692307692
489,Cergy,0.9639323076923078
490,Cergy,0.8973353846153846
491,Cergy,0.7051126153846154
492,Cergy,0.4583556923076923
493,Cergy,0.7048541538461538
494,Cergy,0.7262178461538462
495,Cergy,0.9232553846153848
496,Cergy,0.21759876923076918
497,Cergy,0.8735753846153848
498,Cergy,0.7024049230769231
499,Cergy,0.9508258461538461
500,Cergy,0.6318153846153847
501,Reims,0.7483593846153846
502,Reims,0.7924196923076924
503,Avignon,0.7996061538461539
504,Avignon,0.28249230769230776
505,Montauban,0.4734387692307693
506,Montauban,0.7929083076923077
507,Clermont-Ferrand,0.7709316923076923
508,Clermont-Ferrand,0.6770313846153846
509,Clermont-Ferrand,0.6878707692307692
510,Cergy,0.6898043076923077
511,Cergy,0.6704110769230769
512,Cergy,0.8986916923076924
513,Cergy,0.4744369230769231
514,Cergy,0.7650461538461538
515,Cergy,0.9064996923076922
516,Cergy,0.914688
517,Cergy,0.6326104615384616
518,Cergy,0.7661144615384615
519,Cergy,0.753424
520,Cergy,0.950523076923077
521,Cergy,0.9642547692307694
522,Cergy,0.6188775384615385
523,Cergy,0.7670006153846154
524,Cergy,0.8235483076923078
525,Cergy,0.9442301538461538
526,Reims,0.7857526153846155
527,Reims,0.4217255384615384
528,Reims,0.890169846153846
529,Reims,0.9910092307692306
530,Reims,0.4532947692307693
531,Avignon,0.4981218461538461
532,Avignon,0.8941169230769231
533,Avignon,0.6165193846153846
534,Montauban,0.8268676923076922
535,Montauban,0.9050067692307691
536,Montauban,0.5886793846153845
537,Clermont-Ferrand,0.5791753846153846
538,Clermont-Ferrand,0.9167113846153846
539,Cergy,0.7166953846153847
540,Cergy,0.9075003076923076
541,Cergy,0.9536615384615384
542,Cergy,0.6221612307692308
543,Cergy,0.9733661538461539
544,Cergy,0.7148455384615385
545,Cergy,0.4340652307692307
546,Cergy,0.8551975384615386
547,Cergy,0.4882436923076923
548,Cergy,0.8563200000000001
549,Cergy,0.7744541538461538
550,Cergy,0.6761661538461538
551,Cergy,0.9993550769230772
552,Cergy,0.5422966153846155
553,Cergy,0.996928
554,Cergy,0.7379372307692309
555,Cergy,0.37976000000000004
556,Cergy,0.7442461538461538
557,Cergy,0.4800972307692308
558,Cergy,0.6249747692307692
559,Cergy,0.7203200000000001
560,Reims,0.7199212307692308
561,Reims,0.7988873846153846
562,Reims,0.5627052307692308
563,Avignon,0.5481735384615385
564,Avignon,0.8379692307692307
565,Avignon,0.8879519999999999
566,Avignon,0.46926276923076926
567,Avignon,0.8996184615384615
568,Avignon,0.6105403076923077
569,Avignon,0.3924529230769231
570,Avignon,0.9865427692307692
571,Avignon,0.787648
572,Avignon,0.8688012307692309
573,Avignon,0.6409846153846154
574,Montauban,0.8714879999999999
575,Montauban,0.8302326153846156
576,Montauban,0.7313415384615385
577,Montauban,0.9304615384615383
578,Montauban,0.7915372307692308
579,Montauban,0.5105230769230769
580,Clermont-Ferrand,0.001083076923076923
581,Cergy,0.8852590769230769
582,Cergy,0.9171507692307692
583,Cergy,0.9951212307692308
584,Cergy,0.7904135384615384
585,Cergy,0.9022646153846153
586,Cergy,0.9662707692307693
587,Cergy,0.9702646153846154
588,Cergy,0.9999667692307693
589,Cergy,0.6133772307692308
590,Cergy,0.8674018461538463
591,Cergy,0.5922116923076922
592,Cergy,0.6310843076923076
593,Cergy,0.8714879999999999
594,Cergy,0.7510584615384616
595,Cergy,0.32501415384615384
596,Cergy,0.7236923076923076
597,Cergy,0.3658092307692308
598,Reims,0.9279803076923077
599,Reims,0.9547076923076923
600,Reims,0.7762658461538461
601,Avignon,0.8034141538461539
602,Avignon,0.5748307692307693
603,Avignon,0.8640603076923078
604,Avignon,0.9511384615384616
605,Avignon,0.8363261538461538
606,Avignon,0.6413981538461538
607,Montauban,0.9614190769230768
608,Montauban,0.8519261538461538
609,Montauban,0.8321969230769231
610,Clermont-Ferrand,0.8336763076923076
611,Clermont-Ferrand,0.9172824615384616
612,Clermont-Ferrand,0.24913723076923078
613,Cergy,0.8779667692307692
614,Cergy,0.7878646153846154
615,Cergy,0.837572923076923
616,Cergy,0.8730523076923076
617,Cergy,0.8367803076923077
618,Cergy,0.8380233846153846
619,Cergy,0.8569920000000002
620,Cergy,0.226432
621,Cergy,0.9374080000000001
622,Cergy,0.279488
623,Cergy,0.9659064615384615
624,Cergy,0.563227076923077
625,Cergy,0.9219421538461537
626,Cergy,0.5524172307692308
627,Cergy,0.9739692307692308
628,Reims,0.5203815384615386
629,Reims,0.810614153846154
630,Reims,0.6655458461538462
631,Reims,0.8684307692307692
632,Reims,0.9964455384615385
633,Reims,0.7532529230769232
634,Avignon,0.7661070769230769
635,Avignon,0.8055286153846153
636,Avignon,0.7147716923076923
637,Avignon,0.8270769230769232
638,Avignon,0.7887950769230769
639,Avignon,0.6665058461538461
640,Avignon,0.961926153846154
641,Montauban,0.987812923076923
642,Montauban,0.12795076923076923
643,Clermont-Ferrand,0.7882904615384615
644,Clermont-Ferrand,0.6162461538461539
645,Cergy,0.7845452307692308
646,Cergy,0.5334720000000001
647,Cergy,0.940219076923077
648,Cergy,0.9078067692307692
649,Cergy,0.6151421538461539
650,Cergy,0.4735655384615385
651,Cergy,0.8521304615384616
652,Cergy,0.9099815384615384
653,Cergy,0.7432012307692308
654,Cergy,0.9563864615384617
655,Cergy,0.8407901538461539
656,Cergy,0.9254153846153846
657,Cergy,0.430432
658,Cergy,0.5879483076923077
659,Cergy,0.7278941538461539
660,Cergy,0.3838818461538462
661,Reims,0.20520246153846153
662,Reims,0.975643076923077
663,Reims,0.9163963076923077
664,Reims,0.9387323076923075
665,Reims,0.6658264615384615
666,Reims,0.7589747692307691
667,Reims,0.5906203076923076
668,Reims,0.7482978461538461
669,Avignon,0.5260135384615385
670,Avignon,0.7529956923076924
671,Avignon,0.8804098461538463
672,Avignon,0.703968
673,Avignon,0.38105107692307694
674,Avignon,0.7405956923076923
675,Avignon,0.9770043076923076
676,Avignon,0.15259569230769232
677,Montauban,0.8902006153846154
678,Montauban,0.5593489230769232
679,Montauban,0.7315495384615385
680,Clermont-Ferrand,0.12406769230769231
681,Cergy,0.9693316923076923
682,Cergy,0.9304615384615383
683,Cergy,0.7465378461538462
684,Cergy,0.9776627692307693
685,Cergy,0.44911753846153846
686,Cergy,0.6969083076923077
687,Cergy,0.7162855384615385
688,Cergy,0.7908049230769231
689,Cergy,0.7769107692307693
690,Cergy,0.7673378461538461
691,Cergy,0.6496196923076923
692,Cergy,0.45064615384615386
693,Cergy,0.8750363076923077
694,Cergy,0.5636984615384615
695,Cergy,0.5895384615384616
696,Cergy,0.7709316923076923
697,Cergy,0.8798129230769232
698,Cergy,0.5150683076923077
699,Reims,0.9467852307692307
700,Reims,0.9460479999999998
701,Reims,0.5600775384615385
702,Reims,0.9837464615384616
703,Reims,0.0796923076923077
704,Avignon,0.5751987692307694
705,Avignon,0.8297526153846154
706,Avignon,0.7185969230769231
707,Avignon,0.9756233846153849
708,Avignon,0.12576738461538461
709,Montauban,0.8122966153846154
710,Montauban,0.0014769230769230768
711,Clermont-Ferrand,0.5145316923076924
712,Cergy,0.9167126153846156
713,Cergy,0.9018535384615384
714,Cergy,0.9997784615384615
715,Cergy,0.9465526153846153
716,Cergy,0.6247753846153846
717,Cergy,0.9065932307692308
718,Cergy,0.21097107692307693
719,Cergy,0.9866252307692307
720,Cergy,0.8177599999999999
721,Cergy,0.987654153846154
722,Cergy,0.8150473846153846
723,Cergy,0.6381673846153847
724,Cergy,0.6734104615384615
725,Cergy,0.930432
726,Cergy,0.08288
727,Reims,0.8823901538461538
728,Reims,0.721563076923077
729,Reims,0.8769784615384616
730,Reims,0.22224738461538462
731,Avignon,0.8501883076923078
732,Avignon,0.22572184615384616
733,Avignon,0.8605046153846153
734,Avignon,0.9813969230769231
735,Avignon,0.47690707692307693
736,Montauban,0.5370387692307692
737,Montauban,0.3705993846153846
738,Clermont-Ferrand,0.849908923076923
739,Cergy,0.8970326153846153
740,Cergy,0.8942916923076925
741,Cergy,0.9487926153846153
742,Cergy,0.8142621538461536
743,Cergy,0.9569673846153847
744,Cergy,0.987796923076923
745,Cergy,0.997851076923077
746,Cergy,0.330304
747,Cergy,0.9879052307692309
748,Cergy,0.9054572307692307
749,Cergy,0.5764036923076922
750,Cergy,0.9360824615384616
751,Cergy,0.6592147692307693
752,Cergy,0.9281243076923077
753,Cergy,0.8898658461538462
754,Cergy,0.5208910769230769
755,Reims,0.7768221538461539
756,Reims,0.835675076923077
757,Reims,0.827268923076923
758,Avignon,0.21069292307692308
759,Avignon,0.9120443076923077
760,Avignon,0.7805427692307693
761,Avignon,0.8455803076923077
762,Avignon,0.9772972307692308
763,Avignon,0.9577513846153847
764,Avignon,0.5891126153846155
765,Montauban,0.12610953846153847
766,Montauban,0.9744332307692307
767,Montauban,0.30784984615384614
768,Montauban,0.9012479999999999
769,Montauban,0.5644898461538462
770,Clermont-Ferrand,0.9532553846153847
771,Cergy,0.6780824615384615
772,Cergy,0.7768467692307691
773,Cergy,0.923408
774,Cergy,0.46266584615384615
775,Cergy,0.7131323076923076
776,Cergy,0.7643347692307693
777,Cergy,0.8066781538461537
778,Cergy,0.6278326153846154
779,Cergy,0.6643716923076923
780,Cergy,0.910958769230769
781,Cergy,0.8706473846153846
782,Cergy,0.8166166153846152
783,Cergy,0.8075790769230771
784,Cergy,0.7004873846153846
785,Cergy,0.5289378461538461
786,Cergy,0.8367803076923077
787,Cergy,0.9387323076923075
788,Cergy,0.8014215384615384
789,Reims,0.7309427692307692
790,Reims,0.9322646153846154
791,Reims,0.558731076923077
792,Reims,0.8369156923076922
793,Avignon,0.9997206153846154
794,Avignon,0.8876910769230769
795,Avignon,0.9266473846153845
796,Avignon,0.911300923076923
797,Avignon,0.7012504615384615
798,Avignon,0.7000123076923077
799,Avignon,0.5397686153846154
800,Montauban,0.947606153846154
801,Montauban,0.7724221538461539
802,Montauban,0.9145747692307693
803,Clermont-Ferrand,0.18788923076923078
804,Cergy,0.9540356923076923
805,Cergy,0.9728984615384616
806,Cergy,0.3114116923076923
807,Cergy,0.9243569230769231
808,Cergy,0.9191753846153845
809,Cergy,0.9776467692307691
810,Cergy,0.161568
811,Cergy,0.380512
812,Cergy,0.6953132307692308
813,Cergy,0.9502326153846155
814,Cergy,0.7948455384615386
815,Cergy,0.9404529230769229
816,Cergy,0.8068824615384614
817,Cergy,0.4863643076923077
818,Cergy,0.9150252307692307
819,Cergy,0.9002572307692309
820,Cergy,0.6826067692307692
821,Cergy,0.3928763076923077
822,Reims,0.929163076923077
823,Reims,0.94496
824,Reims,0.8683692307692307
825,Reims,0.7394953846153847
826,Reims,0.7272073846153846
827,Reims,0.9393304615384617
828,Reims,0.2317969230769231
829,Avignon,0.6065476923076922
830,Avignon,0.9925427692307691
831,Avignon,0.8441513846153846
832,Avignon,0.8225575384615386
833,Avignon,0.8987470769230768
834,Avignon,0.7034744615384616
835,Avignon,0.6293563076923078
836,Montauban,0.8110572307692308
837,Montauban,0.9793230769230769
838,Montauban,0.9999446153846157
839,Montauban,0.5918793846153847
840,Clermont-Ferrand,0.9116036923076923
841,Cergy,0.5173501538461539
842,Cergy,0.8572652307692309
843,Cergy,0.7180750769230769
844,Cergy,0.8299963076923077
845,Cergy,0.9479790769230768
846,Cergy,0.8288947692307693
847,Cergy,0.624955076923077
848,Cergy,0.8901415384615384
849,Cergy,0.41742030769230765
850,Cergy,0.9997230769230768
851,Cergy,0.8146436923076924
852,Cergy,0.6951938461538462
853,Cergy,0.7072947692307693
854,Cergy,0.743211076923077
855,Cergy,0.724708923076923
856,Cergy,0.9625686153846155
857,Cergy,0.8554535384615385
858,Cergy,0.8536381538461537
859,Reims,0.5353070769230769
860,Reims,0.8087003076923076
861,Reims,0.9283076923076923
862,Reims,0.9642830769230769
863,Reims,0.16139815384615386
864,Avignon,0.9070732307692309
865,Avignon,0.7279224615384615
866,Avignon,0.8480738461538461
867,Avignon,0.538832
868,Montauban,0.31966276923076925
869,Montauban,0.7624147692307693
870,Montauban,0.8550301538461538
871,Clermont-Ferrand,0.9511384615384616
872,Clermont-Ferrand,0.562612923076923
873,Cergy,0.9628812307692307
