,fill_rate,from_warehouse,kind
578,0.9726350769230769,Cergy,Scenario 3
579,0.9710867692307691,Cergy,Scenario 3
580,0.9487199999999998,Cergy,Scenario 3
581,0.9994387692307691,Cergy,Scenario 3
582,0.99736,Cergy,Scenario 3
583,0.9324110769230769,Cergy,Scenario 3
584,0.936694153846154,Cergy,Scenario 3
585,0.785723076923077,Cergy,Scenario 3
586,0.4139126153846153,Montauban,Scenario 3
587,0.701851076923077,Montauban,Scenario 3
588,0.9554547692307691,Épinal,Scenario 3
589,0.4114338461538462,Épinal,Scenario 3
590,0.86224,Épinal,Scenario 3
591,0.8684307692307692,Épinal,Scenario 3
592,0.77048,Épinal,Scenario 3
593,0.9003323076923077,Rennes,Scenario 3
594,0.3004024615384615,Rennes,Scenario 3
595,0.9607015384615383,Avignon,Scenario 3
596,0.9120443076923077,Avignon,Scenario 3
597,0.8051716923076924,Avignon,Scenario 3
598,0.9341809230769231,Avignon,Scenario 3
599,0.9558707692307693,Avignon,Scenario 3
600,0.9455876923076924,Avignon,Scenario 3
601,0.8208615384615384,Cergy,Scenario 3
602,0.8341329230769231,Cergy,Scenario 3
603,0.9815433846153845,Cergy,Scenario 3
604,0.7887950769230769,Cergy,Scenario 3
605,0.6592147692307693,Cergy,Scenario 3
606,0.9810843076923077,Cergy,Scenario 3
607,0.9048160000000001,Cergy,Scenario 3
608,0.8850203076923077,Cergy,Scenario 3
609,0.9878683076923076,Cergy,Scenario 3
